Date,High,Low,Open,Close,Volume,Adj Close,Company stock name
2020-11-13,128.60000610351562,126.83000183105469,127.91000366210938,128.27999877929688,3986100.0,126.46434020996094,NKE
2020-11-16,130.32000732421875,127.37000274658203,129.4600067138672,130.11000061035156,6116200.0,128.26841735839844,NKE
2020-11-17,132.60000610351562,129.11000061035156,130.47999572753906,132.2100067138672,7002900.0,130.33871459960938,NKE
2020-11-18,133.97999572753906,131.52999877929688,133.07000732421875,131.6300048828125,5572800.0,129.7669219970703,NKE
2020-11-19,132.11000061035156,129.92999267578125,131.9199981689453,131.91000366210938,4642800.0,130.04296875,NKE
2020-11-20,133.52999877929688,131.91000366210938,133.3000030517578,132.97999572753906,4318100.0,131.09780883789062,NKE
2020-11-23,134.88999938964844,133.08999633789062,134.3800048828125,134.1300048828125,6118400.0,132.23153686523438,NKE
2020-11-24,135.99000549316406,134.2100067138672,135.0,134.6999969482422,7204700.0,132.79347229003906,NKE
2020-11-25,135.8000030517578,133.6199951171875,134.25,135.5399932861328,4484500.0,133.62155151367188,NKE
2020-11-27,136.1300048828125,133.33999633789062,136.0,134.25,3506800.0,132.34983825683594,NKE
2020-11-30,135.2899932861328,132.69000244140625,133.91000366210938,134.6999969482422,9652500.0,132.79347229003906,NKE
2020-12-01,136.5,134.75,136.44000244140625,135.44000244140625,3833100.0,133.5229949951172,NKE
2020-12-02,136.32000732421875,134.6699981689453,135.16000366210938,135.5800018310547,4132700.0,133.66102600097656,NKE
2020-12-03,137.9499969482422,135.0,135.10000610351562,136.9600067138672,4930900.0,135.02149963378906,NKE
2020-12-04,137.39999389648438,135.63999938964844,137.0800018310547,137.19000244140625,4344000.0,135.52035522460938,NKE
2020-12-07,138.86000061035156,136.8000030517578,137.0,138.75,4590800.0,137.0613555908203,NKE
2020-12-08,140.44000244140625,137.64999389648438,138.24000549316406,139.1199951171875,6953600.0,137.42684936523438,NKE
2020-12-09,140.57000732421875,138.27000427246094,140.57000732421875,138.7899932861328,4341300.0,137.10086059570312,NKE
2020-12-10,139.13999938964844,137.24000549316406,138.27999877929688,137.5800018310547,4511000.0,135.9055938720703,NKE
2020-12-11,138.13999938964844,136.22999572753906,137.38999938964844,137.41000366210938,4172400.0,135.73765563964844,NKE
2020-12-14,139.0,136.1999969482422,138.9199981689453,136.27999877929688,7599000.0,134.62142944335938,NKE
2020-12-15,139.44000244140625,137.25,137.42999267578125,139.38999938964844,7637000.0,137.6935577392578,NKE
2020-12-16,140.49000549316406,137.4600067138672,139.07000732421875,138.33999633789062,6573400.0,136.65634155273438,NKE
2020-12-17,140.74000549316406,138.75,139.9199981689453,140.5,8727000.0,138.79005432128906,NKE
2020-12-18,141.13999938964844,137.1699981689453,141.08999633789062,137.27999877929688,17970800.0,135.60923767089844,NKE
2020-12-21,147.9499969482422,142.50999450683594,144.82000732421875,144.02000427246094,16111300.0,142.26722717285156,NKE
2020-12-22,143.47000122070312,141.08999633789062,143.0500030517578,142.4499969482422,6339400.0,140.71632385253906,NKE
2020-12-23,143.60000610351562,141.6999969482422,142.55999755859375,141.75999450683594,3388300.0,140.0347137451172,NKE
2020-12-24,142.19000244140625,141.10000610351562,141.10000610351562,141.60000610351562,1821900.0,139.87669372558594,NKE
2020-12-28,142.9199981689453,141.0399932861328,142.5399932861328,142.42999267578125,4081500.0,140.69656372070312,NKE
2020-12-29,143.05999755859375,140.42999267578125,142.8300018310547,141.57000732421875,3232400.0,139.84706115722656,NKE
2020-12-30,142.61000061035156,140.66000366210938,142.16000366210938,141.5800018310547,3052100.0,139.85690307617188,NKE
2020-12-31,141.7899932861328,140.3699951171875,141.6999969482422,141.47000122070312,2949900.0,139.74826049804688,NKE
2021-01-04,142.97000122070312,138.32000732421875,142.85000610351562,140.10000610351562,6178500.0,138.3949432373047,NKE
2021-01-05,141.66000366210938,138.60000610351562,138.60000610351562,141.22999572753906,4163100.0,139.51116943359375,NKE
2021-01-06,143.57000732421875,139.52999877929688,141.25,142.35000610351562,6072900.0,140.6175537109375,NKE
2021-01-07,145.63999938964844,143.0,143.1999969482422,144.9499969482422,5256900.0,143.18589782714844,NKE
2021-01-08,146.82000732421875,144.89999389648438,145.5500030517578,146.35000610351562,3950500.0,144.56886291503906,NKE
2021-01-11,147.10000610351562,144.8000030517578,146.0,147.0500030517578,4252000.0,145.26036071777344,NKE
2021-01-12,146.85000610351562,144.3800048828125,146.5,145.0500030517578,3678800.0,143.28468322753906,NKE
2021-01-13,145.1300048828125,142.42999267578125,144.8300018310547,143.0399932861328,3330100.0,141.29913330078125,NKE
2021-01-14,144.89999389648438,140.92999267578125,143.66000366210938,141.3000030517578,4104000.0,139.58033752441406,NKE
2021-01-15,142.3800048828125,139.8800048828125,140.55999755859375,140.72000122070312,6412400.0,139.00738525390625,NKE
2021-01-19,141.22000122070312,138.41000366210938,140.99000549316406,139.27000427246094,6537800.0,137.5750274658203,NKE
2021-01-20,143.2100067138672,140.00999450683594,140.3800048828125,142.8000030517578,4654400.0,141.06207275390625,NKE
2021-01-21,143.80999755859375,141.1300048828125,142.41000366210938,141.61000061035156,4011200.0,139.8865509033203,NKE
2021-01-22,141.8800048828125,139.30999755859375,141.08999633789062,139.35000610351562,4150500.0,137.654052734375,NKE
2021-01-25,139.17999267578125,134.74000549316406,138.99000549316406,137.5500030517578,5998700.0,135.87596130371094,NKE
2021-01-26,137.85000610351562,134.7100067138672,137.75999450683594,135.10000610351562,5312300.0,133.45578002929688,NKE
2021-01-27,132.86000061035156,130.27000427246094,132.22000122070312,131.02000427246094,7815900.0,129.42543029785156,NKE
2021-01-28,136.3699951171875,131.5,132.36000061035156,134.72000122070312,6244600.0,133.08041381835938,NKE
2021-01-29,135.02999877929688,132.14999389648438,133.9499969482422,133.58999633789062,7166100.0,131.96414184570312,NKE
2021-02-01,136.0500030517578,133.3000030517578,135.3699951171875,135.7100067138672,4366800.0,134.05836486816406,NKE
2021-02-02,139.86000061035156,136.75,137.05999755859375,139.58999633789062,7132800.0,137.89112854003906,NKE
2021-02-03,140.05999755859375,138.00999450683594,139.6999969482422,138.6300048828125,4678600.0,136.9428253173828,NKE
2021-02-04,141.0500030517578,138.9199981689453,139.5500030517578,140.6300048828125,4533700.0,138.91848754882812,NKE
2021-02-05,145.57000732421875,141.2899932861328,141.33999633789062,145.11000061035156,6151500.0,143.34396362304688,NKE
2021-02-08,145.8800048828125,142.8000030517578,145.14999389648438,143.41000366210938,6304300.0,141.66464233398438,NKE
2021-02-09,144.22000122070312,141.6999969482422,143.60000610351562,141.7899932861328,3436300.0,140.06434631347656,NKE
2021-02-10,142.60000610351562,140.89999389648438,142.4499969482422,142.4600067138672,4125700.0,140.72622680664062,NKE
2021-02-11,144.35000610351562,142.41000366210938,143.0,143.5399932861328,3828700.0,141.79307556152344,NKE
2021-02-12,143.4499969482422,141.39999389648438,143.11000061035156,142.1199951171875,3637000.0,140.39031982421875,NKE
2021-02-16,143.3699951171875,141.02999877929688,143.3699951171875,141.7100067138672,4873400.0,139.98533630371094,NKE
2021-02-17,144.55999755859375,140.2100067138672,141.3000030517578,143.99000549316406,6437100.0,142.23757934570312,NKE
2021-02-18,145.38999938964844,141.2100067138672,142.97999572753906,145.08999633789062,4486800.0,143.32420349121094,NKE
2021-02-19,145.5,141.5,145.42999267578125,142.02000427246094,7486000.0,140.29156494140625,NKE
2021-02-22,142.4600067138672,136.25999450683594,141.5399932861328,136.6699981689453,8985900.0,135.00665283203125,NKE
2021-02-23,136.8300018310547,131.5800018310547,136.02999877929688,136.1300048828125,10364100.0,134.47323608398438,NKE
2021-02-24,135.9600067138672,133.9499969482422,135.05999755859375,135.64999389648438,6360900.0,133.9990692138672,NKE
2021-02-25,139.17999267578125,134.52999877929688,137.60000610351562,135.5399932861328,5674300.0,133.89039611816406,NKE
2021-02-26,136.85000610351562,133.36000061035156,135.89999389648438,134.77999877929688,6650200.0,133.4103546142578,NKE
2021-03-01,139.14999389648438,135.5,135.63999938964844,137.64999389648438,5717800.0,136.25119018554688,NKE
2021-03-02,138.25999450683594,135.61000061035156,137.55999755859375,137.02000427246094,5292700.0,135.62759399414062,NKE
2021-03-03,137.41000366210938,134.14999389648438,137.08999633789062,134.25999450683594,4888400.0,132.8956298828125,NKE
2021-03-04,135.1300048828125,130.17999267578125,134.0,132.0399932861328,7181500.0,130.69818115234375,NKE
2021-03-05,133.67999267578125,129.19000244140625,133.5399932861328,133.35000610351562,5957100.0,131.99488830566406,NKE
2021-03-08,135.6300048828125,132.3699951171875,133.63999938964844,134.55999755859375,4983000.0,133.1925811767578,NKE
2021-03-09,138.0,135.4499969482422,135.50999450683594,135.9499969482422,5977800.0,134.56846618652344,NKE
2021-03-10,138.1999969482422,136.10000610351562,136.5,137.58999633789062,4519600.0,136.19180297851562,NKE
2021-03-11,142.1999969482422,138.55999755859375,139.17999267578125,141.19000244140625,5696500.0,139.75521850585938,NKE
2021-03-12,140.91000366210938,138.60000610351562,140.0,140.4499969482422,4143200.0,139.02272033691406,NKE
2021-03-15,145.0,140.6699981689453,140.6999969482422,144.94000244140625,5413900.0,143.4670867919922,NKE
2021-03-16,146.14999389648438,143.83999633789062,145.8800048828125,144.64999389648438,5623000.0,143.18003845214844,NKE
2021-03-17,146.14999389648438,143.1999969482422,143.1999969482422,144.82000732421875,5134400.0,143.34832763671875,NKE
2021-03-18,146.66000366210938,142.5500030517578,144.3699951171875,143.1699981689453,10188400.0,141.715087890625,NKE
2021-03-19,142.86000061035156,135.50999450683594,140.0,137.49000549316406,24980400.0,136.0928192138672,NKE
2021-03-22,138.80999755859375,136.02999877929688,137.6300048828125,138.27000427246094,7537300.0,136.86488342285156,NKE
2021-03-23,140.63999938964844,136.5500030517578,138.49000549316406,137.1199951171875,5582600.0,135.72657775878906,NKE
2021-03-24,137.9199981689453,132.8800048828125,136.4499969482422,133.16000366210938,8157600.0,131.8068084716797,NKE
2021-03-25,129.38999938964844,125.44000244140625,127.05000305175781,128.63999938964844,18475800.0,127.33274841308594,NKE
2021-03-26,133.19000244140625,129.77000427246094,131.60000610351562,132.99000549316406,10010500.0,131.6385498046875,NKE
2021-03-29,133.91000366210938,130.66000366210938,132.94000244140625,133.49000549316406,7153900.0,132.1334686279297,NKE
2021-03-30,133.35000610351562,131.22000122070312,132.35000610351562,132.9499969482422,6026600.0,131.59893798828125,NKE
2021-03-31,134.17999267578125,131.9199981689453,133.08999633789062,132.88999938964844,6878900.0,131.53953552246094,NKE
2021-04-01,134.69000244140625,132.2100067138672,134.69000244140625,132.52999877929688,5720600.0,131.1832275390625,NKE
2021-04-05,135.67999267578125,133.10000610351562,133.10000610351562,135.1199951171875,5508900.0,133.7469024658203,NKE
2021-04-06,137.7100067138672,134.92999267578125,135.44000244140625,137.16000366210938,4670100.0,135.7661590576172,NKE
2021-04-07,138.24000549316406,136.36000061035156,136.99000549316406,136.5399932861328,6646000.0,135.1524658203125,NKE
2021-04-08,137.30999755859375,133.41000366210938,137.27999877929688,133.67999267578125,8748400.0,132.32151794433594,NKE
2021-04-09,135.5,133.5,133.94000244140625,135.4499969482422,6056800.0,134.07351684570312,NKE
2021-04-12,136.89999389648438,134.22000122070312,134.75,136.63999938964844,5638200.0,135.25146484375,NKE
2021-04-13,135.99000549316406,133.39999389648438,135.60000610351562,133.5399932861328,8778200.0,132.18296813964844,NKE
2021-04-14,134.17999267578125,131.82000732421875,133.5399932861328,132.25999450683594,7354100.0,130.91595458984375,NKE
2021-04-15,134.07000732421875,132.67999267578125,133.0,133.6699981689453,6284800.0,132.31163024902344,NKE
2021-04-16,134.77000427246094,133.72999572753906,134.7100067138672,134.30999755859375,6852500.0,132.94512939453125,NKE
2021-04-19,134.3800048828125,132.14999389648438,134.3000030517578,132.57000732421875,5613600.0,131.22283935546875,NKE
2021-04-20,129.89999389648438,125.69999694824219,129.1699981689453,127.11000061035156,13268700.0,125.81829833984375,NKE
2021-04-21,130.3300018310547,127.37000274658203,127.58999633789062,129.89999389648438,7110900.0,128.57992553710938,NKE
2021-04-22,130.3699951171875,127.9800033569336,129.88999938964844,129.17999267578125,6442900.0,127.86725616455078,NKE
2021-04-23,130.64999389648438,128.4600067138672,128.92999267578125,130.19000244140625,7489000.0,128.8669891357422,NKE
2021-04-26,131.6999969482422,129.32000732421875,130.49000549316406,131.60000610351562,8217800.0,130.26266479492188,NKE
2021-04-27,132.7899932861328,131.41000366210938,132.0,132.11000061035156,5833100.0,130.76748657226562,NKE
2021-04-28,132.3300018310547,130.35000610351562,132.25999450683594,130.7100067138672,8195400.0,129.3817138671875,NKE
2021-04-29,134.1199951171875,131.22999572753906,131.77000427246094,133.25999450683594,6612500.0,131.90579223632812,NKE
2021-04-30,133.8800048828125,132.0500030517578,132.44000244140625,132.6199951171875,5643600.0,131.2722930908203,NKE
2021-05-03,134.4499969482422,132.58999633789062,133.3699951171875,133.02999877929688,5053000.0,131.67811584472656,NKE
